Rank;Name;Team;Match;WWCD;Elims;Placement;Total;Survival Time;Max elim range;In Damage;Heal;Headshot;Drive distance;Death;Damage;Assist;Air drop;Moving distance;Region ;Week;Day
42;AT7Milos;Aton Esports;5;0;6;11;17;5118;30;1210;857;1;35562;5;1076;4;0;43284;PMGC West;Super Weekend 1;3
43;estBAZZZI;PMGC Eastern Stars;5;0;5;12;17;5054;0;981;1012;0;33144;5;1078;2;0;42396;PMGC West;Super Weekend 1;3
44;FUTLutz;Futbolist;5;0;3;13;16;4871;0;1057;365;0;20460;5;1492;1;0;28787;PMGC West;Super Weekend 1;3
45;spec;Ghost Gaming;5;0;4;12;16;5043;185;974;467;1;8664;5;856;1;0;17041;PMGC West;Super Weekend 1;3
46;SMBKecth;SuperMassive Blaze;5;0;6;9;15;6209;67;1359;612;2;13141;5;1442;3;0;28585;PMGC West;Super Weekend 1;3
47;FUTLovazin;Futbolist;5;0;2;13;15;5508;0;1037;462;0;20964;5;997;3;0;31368;PMGC West;Super Weekend 1;3
48;FUTRaum;Futbolist;5;0;2;13;15;5220;0;1280;572;0;23876;5;627;3;0;32815;PMGC West;Super Weekend 1;3
49;Tensa;Ghost Gaming;5;0;3;12;15;4102;190;1135;435;0;9145;5;679;2;0;16688;PMGC West;Super Weekend 1;3
50;AT7chooco;Aton Esports;5;0;4;11;15;5241;93;942;669;0;33693;5;836;1;0;40990;PMGC West;Super Weekend 1;3
51;SMBTron;SuperMassive Blaze;5;0;5;9;14;6170;0;1115;421;0;12022;5;1417;2;1;28271;PMGC West;Super Weekend 1;3
52;SMBSavieN;SuperMassive Blaze;5;0;5;9;14;6062;0;1208;575;1;16227;5;1818;4;1;31247;PMGC West;Super Weekend 1;3
53;AT7Asta;Aton Esports;5;0;3;11;14;4200;0;1022;815;2;33965;5;1097;3;1;40397;PMGC West;Super Weekend 1;3
54;estKapahala;PMGC Eastern Stars;5;0;2;12;14;4547;15;953;779;0;31863;5;932;3;0;39414;PMGC West;Super Weekend 1;3
55;estAthiS;PMGC Eastern Stars;5;0;2;12;14;3682;0;981;1269;1;29380;5;251;0;1;35258;PMGC West;Super Weekend 1;3
56;estOCTAVIANmvp;PMGC Eastern Stars;5;0;2;12;14;5253;0;1053;1049;1;35475;5;443;0;0;45170;PMGC West;Super Weekend 1;3
57;HH24;Ghost Gaming;5;0;1;12;13;4546;179;1389;488;0;8373;5;664;2;0;18931;PMGC West;Super Weekend 1;3
58;AT7cardi;Aton Esports;5;0;2;11;13;5694;0;1040;636;1;36623;5;759;5;0;45274;PMGC West;Super Weekend 1;3
59;NAVIKITSUNÉ;Natus Vincere;5;0;4;9;13;5432;0;422;765;0;32695;5;1237;2;0;42719;PMGC West;Super Weekend 1;3
60;NAVIMEQQQU;Natus Vincere;5;0;3;9;12;4217;131;1199;573;2;18097;5;520;1;0;27036;PMGC West;Super Weekend 1;3
61;SMBKorcerrah;SuperMassive Blaze;5;0;2;9;11;5665;0;1046;285;1;15752;5;1113;1;0;30125;PMGC West;Super Weekend 1;3
62;NAVITIXZYYY;Natus Vincere;5;0;2;9;11;4450;0;1122;509;0;24013;5;715;0;0;33606;PMGC West;Super Weekend 1;3
63;FGxBigMilo;Furious Gaming;3;0;1;8;9;2349;106;562;196;0;11154;3;292;0;0;16091;PMGC West;Super Weekend 1;3
64;NAVIMATICCC666;Natus Vincere;5;0;0;9;9;3447;0;1019;454;0;24951;5;420;0;0;31781;PMGC West;Super Weekend 1;3
65;FGxTiggerZin;Furious Gaming;3;0;1;7;8;3508;0;519;157;0;11606;3;314;0;0;17905;PMGC West;Super Weekend 1;3
1;A7REVO;Alpha7 Esports;5;1;12;44;56;5931;135;1549;1327;1;35426;4;2750;5;1;46209;PMGC West;Super Weekend 2;1
2;A7SENAAAATEXA;Alpha7 Esports;5;1;11;44;55;6546;73;1188;947;1;39441;4;1393;5;0;49789;PMGC West;Super Weekend 2;1
3;A7CAAAARRILHO;Alpha7 Esports;5;1;10;44;54;6577;75;1479;1112;1;44439;4;1956;5;2;55444;PMGC West;Super Weekend 2;1
4;KnightsKoops;Knights;5;1;14;39;53;5910;269;1488;1245;1;19153;4;2710;7;1;30917;PMGC West;Super Weekend 2;1
5;KnightsZenox;Knights;5;1;11;39;50;5537;162;918;452;2;21446;4;1444;4;0;30929;PMGC West;Super Weekend 2;1
6;KnightsAlucard;Knights;5;1;8;39;47;5222;304;1174;618;2;21472;4;1259;3;1;31590;PMGC West;Super Weekend 2;1
7;A7MAAAAFIOSO;Alpha7 Esports;5;1;3;44;47;5669;0;994;588;0;35628;5;888;0;0;45084;PMGC West;Super Weekend 2;1
8;BJKEnjoy7;Besiktas Esports;5;1;8;38;46;6558;211;1055;1313;3;24386;4;1805;4;0;37682;PMGC West;Super Weekend 2;1
9;BJKSonHP;Besiktas Esports;5;1;7;38;45;5503;0;971;2179;0;19676;5;1450;3;0;31334;PMGC West;Super Weekend 2;1
10;BJKZessy;Besiktas Esports;5;1;5;38;43;4664;0;1187;495;0;29184;5;943;1;0;39462;PMGC West;Super Weekend 2;1
11;BJKRecent;Besiktas Esports;5;1;3;38;41;6248;0;841;746;0;26093;5;902;2;0;38715;PMGC West;Super Weekend 2;1
12;KnightsChico;Knights;5;1;1;39;40;3382;0;930;319;1;11561;4;568;4;0;17912;PMGC West;Super Weekend 2;1
13;AT7chooco;Aton Esports;5;0;12;27;39;6233;13;1213;890;2;30537;5;1740;5;0;41429;PMGC West;Super Weekend 2;1
14;FUTSolkay;Futbolist;5;1;13;23;36;5133;26;937;578;4;31267;4;1964;6;0;42135;PMGC West;Super Weekend 2;1
15;FUTLutz;Futbolist;5;1;12;23;35;5257;60;955;605;2;34588;4;1655;5;0;43704;PMGC West;Super Weekend 2;1
16;AT7Milos;Aton Esports;5;0;6;27;33;5475;0;1076;478;2;30640;5;830;3;1;38706;PMGC West;Super Weekend 2;1
17;AT7Asta;Aton Esports;5;0;5;27;32;6057;119;1168;671;1;29526;5;2038;7;1;40756;PMGC West;Super Weekend 2;1
18;AT7cardi;Aton Esports;5;0;3;27;30;4937;54;825;311;0;21168;5;1065;4;0;30976;PMGC West;Super Weekend 2;1
19;NAVITIXZYYY;Natus Vincere;5;0;9;20;29;4697;205;1148;788;0;23082;5;1288;1;0;33868;PMGC West;Super Weekend 2;1
20;NAVIMATICCC666;Natus Vincere;5;0;8;20;28;4929;0;1211;673;2;26366;5;1339;4;0;36615;PMGC West;Super Weekend 2;1
21;FUTRaum;Futbolist;5;1;4;23;27;4969;0;1018;375;0;23828;5;1199;3;0;32498;PMGC West;Super Weekend 2;1
22;NAVIKITSUNÉ;Natus Vincere;5;0;6;20;26;5005;78;1481;924;1;29059;5;1834;7;0;38521;PMGC West;Super Weekend 2;1
23;NAVIMEQQQU;Natus Vincere;5;0;6;20;26;4761;0;1059;666;1;27456;5;1047;2;0;36704;PMGC West;Super Weekend 2;1
24;FUTLovazin;Futbolist;5;1;3;23;26;4942;220;644;263;0;27328;4;842;3;0;36022;PMGC West;Super Weekend 2;1
25;FBDokunMachine;1907 Fenerbahce Esports;5;0;4;21;25;5518;56;1233;996;0;23481;5;786;0;0;35279;PMGC West;Super Weekend 2;1
26;LLIN;Unicorns of Love;5;1;6;19;25;5778;23;1091;801;3;35993;4;1395;2;0;45300;PMGC West;Super Weekend 2;1
27;FBFalky;1907 Fenerbahce Esports;5;0;3;21;24;5710;145;812;471;1;24533;5;1130;3;0;36609;PMGC West;Super Weekend 2;1
28;GK1st;Unicorns of Love;5;1;5;19;24;5822;155;608;680;2;30546;4;1327;5;0;42187;PMGC West;Super Weekend 2;1
29;ROLKIS;Unicorns of Love;5;1;4;19;23;5342;0;1038;406;0;34519;4;502;0;1;45594;PMGC West;Super Weekend 2;1
30;WUDSON;Unicorns of Love;5;1;4;19;23;5098;0;921;341;0;34441;5;508;0;0;43015;PMGC West;Super Weekend 2;1
31;Rebelion;1907 Fenerbahce Esports;5;0;1;21;22;4200;0;980;542;1;16213;5;164;1;0;27389;PMGC West;Super Weekend 2;1
32;FBKnoxBOMB;1907 Fenerbahce Esports;5;0;0;21;21;4925;0;855;302;0;31158;5;105;0;0;39774;PMGC West;Super Weekend 2;1
33;RiseMYTHIC;Rise;5;0;6;11;17;4501;319;1095;312;0;18316;5;1667;1;0;26131;PMGC West;Super Weekend 2;1
34;SMBKorcerrah;SuperMassive Blaze;5;0;4;13;17;4315;6;820;213;0;16380;5;628;1;0;24942;PMGC West;Super Weekend 2;1
35;FGxPapiPotro;Furious Gaming;5;0;1;15;16;4524;0;1061;415;0;27227;5;637;1;0;34645;PMGC West;Super Weekend 2;1
36;SMBTron;SuperMassive Blaze;5;0;3;13;16;4499;0;772;421;1;11133;5;816;1;0;22879;PMGC West;Super Weekend 2;1
37;SMBKecth;SuperMassive Blaze;5;0;3;13;16;4869;0;796;677;2;10876;5;1184;3;0;23470;PMGC West;Super Weekend 2;1
38;RiseGARRYX;Rise;5;0;4;11;15;5736;0;815;392;1;20141;5;1138;2;0;31242;PMGC West;Super Weekend 2;1
39;FGxBigMilo;Furious Gaming;3;0;1;14;15;2531;126;589;91;0;14521;3;258;0;0;18213;PMGC West;Super Weekend 2;1
40;FGxScreaaMvc;Furious Gaming;5;0;0;15;15;4542;0;1036;242;0;24688;5;246;0;0;34585;PMGC West;Super Weekend 2;1
41;SMBSavieN;SuperMassive Blaze;5;0;2;13;15;4602;0;943;516;1;18638;5;752;1;0;29550;PMGC West;Super Weekend 2;1
42;KUDUR;Kaos Next Ruya;5;0;4;11;15;4113;0;1061;413;1;23918;5;812;3;0;31717;PMGC West;Super Weekend 2;1
43;HH24;Ghost Gaming;5;0;3;12;15;4869;0;958;149;0;12701;5;633;1;0;24571;PMGC West;Super Weekend 2;1
44;RiseNUNES;Rise;5;0;3;11;14;5053;2;971;182;0;21868;5;968;0;0;31175;PMGC West;Super Weekend 2;1
45;RiseMUFASAA;Rise;5;0;3;11;14;5254;181;1048;414;0;26407;5;595;2;0;35796;PMGC West;Super Weekend 2;1
46;FROZENNXz;Kaos Next Ruya;5;0;3;11;14;5679;59;1171;727;2;29058;5;1281;5;0;38365;PMGC West;Super Weekend 2;1
47;YEKTA;Kaos Next Ruya;5;0;3;11;14;5080;202;766;443;0;21582;5;1289;1;0;31221;PMGC West;Super Weekend 2;1
48;S2GSylasPew;S2G Esports;5;0;5;9;14;5120;0;1166;531;2;33629;5;1499;5;0;42316;PMGC West;Super Weekend 2;1
49;S2GCalsee;S2G Esports;5;0;5;9;14;5212;213;1053;526;1;21768;5;1030;1;0;31104;PMGC West;Super Weekend 2;1
50;Beowulf;Ghost Gaming;5;0;2;12;14;5017;169;1278;722;0;12175;5;737;4;0;22882;PMGC West;Super Weekend 2;1
51;Tensa;Ghost Gaming;5;0;2;12;14;4973;0;1107;383;1;11342;5;448;3;0;21862;PMGC West;Super Weekend 2;1
52;FGxTiggerZin;Furious Gaming;4;0;3;9;12;4021;126;470;336;0;16316;4;447;3;0;23948;PMGC West;Super Weekend 2;1
53;NIHAT;Kaos Next Ruya;5;0;1;11;12;5041;226;991;453;1;25600;5;328;2;0;34998;PMGC West;Super Weekend 2;1
54;spec;Ghost Gaming;5;0;0;12;12;4985;0;979;390;0;10341;5;1272;5;0;19586;PMGC West;Super Weekend 2;1
55;FGxTrigga;Furious Gaming;3;0;4;7;11;3602;92;547;165;0;13208;3;853;2;0;20437;PMGC West;Super Weekend 2;1
56;S2GRipSevinnn;S2G Esports;5;0;1;9;10;4782;0;1194;291;0;21490;5;458;0;1;31446;PMGC West;Super Weekend 2;1
57;S2GTimber;S2G Esports;5;0;1;9;10;4826;0;1344;695;0;21086;5;1133;4;0;29477;PMGC West;Super Weekend 2;1
58;BDgxlden;Black Dragons e-Sports;5;0;4;5;9;4638;0;1124;557;0;31185;5;996;0;0;38389;PMGC West;Super Weekend 2;1
59;BDgcgod;Black Dragons e-Sports;5;0;4;5;9;4677;0;1391;654;0;29215;5;717;1;1;38615;PMGC West;Super Weekend 2;1
60;BDromuloziN333;Black Dragons e-Sports;5;0;3;5;8;4685;0;936;272;0;24597;5;912;1;0;33924;PMGC West;Super Weekend 2;1
61;BDfoquisinX3;Black Dragons e-Sports;5;0;3;5;8;3646;0;979;110;0;22497;5;385;1;0;30219;PMGC West;Super Weekend 2;1
62;bcReyesss;Buluc Chabtan;5;0;3;3;6;3998;26;833;524;3;38577;5;505;0;1;43498;PMGC West;Super Weekend 2;1
63;bcMxdeonn;Buluc Chabtan;5;0;1;3;4;2951;0;991;303;1;16830;5;100;1;0;22037;PMGC West;Super Weekend 2;1
64;bcElianKidd;Buluc Chabtan;5;0;1;3;4;3066;0;751;272;0;19589;5;292;0;0;26925;PMGC West;Super Weekend 2;1
65;bcFernann;Buluc Chabtan;5;0;0;3;3;2650;0;1165;214;0;18836;5;428;1;1;23123;PMGC West;Super Weekend 2;1
1;FUTLutz;Futbolist;5;2;16;36;52;6164;6;1298;735;1;23600;3;2298;7;0;33770;PMGC West;Super Weekend 2;2
2;FUTSolkay;Futbolist;5;2;10;36;46;6182;122;1432;1024;0;29470;3;2311;11;0;40943;PMGC West;Super Weekend 2;2
3;FUTLovazin;Futbolist;5;2;10;36;46;6168;79;901;554;1;23532;3;1777;9;0;33472;PMGC West;Super Weekend 2;2
4;NAVITIXZYYY;Natus Vincere;5;2;9;34;43;5016;130;1048;634;2;26239;4;1534;5;0;36026;PMGC West;Super Weekend 2;2
5;FUTRaum;Futbolist;5;2;6;36;42;4158;104;1090;448;2;15254;4;1077;4;1;21766;PMGC West;Super Weekend 2;2
6;bcReyesss;Buluc Chabtan;5;0;8;34;42;5866;150;1121;755;1;33743;5;1218;3;0;43843;PMGC West;Super Weekend 2;2
7;NAVIMEQQQU;Natus Vincere;5;2;8;34;42;5256;246;769;882;0;24213;3;1144;5;0;33869;PMGC West;Super Weekend 2;2
8;bcElianKidd;Buluc Chabtan;5;0;7;34;41;5904;0;802;1756;0;24325;5;1692;2;1;33731;PMGC West;Super Weekend 2;2
9;NAVIMATICCC666;Natus Vincere;5;2;7;34;41;5499;8;457;845;2;28426;3;1445;4;0;39972;PMGC West;Super Weekend 2;2
10;NAVIKITSUNÉ;Natus Vincere;5;2;4;34;38;4798;220;736;629;0;29973;4;803;2;0;38686;PMGC West;Super Weekend 2;2
11;bcFernann;Buluc Chabtan;5;0;3;34;37;4011;142;1310;870;2;16813;5;942;3;0;23576;PMGC West;Super Weekend 2;2
12;spec;Ghost Gaming;5;1;13;24;37;5360;161;1044;521;1;6869;4;2336;6;0;17800;PMGC West;Super Weekend 2;2
13;BJKSonHP;Besiktas Esports;5;0;7;29;36;5590;210;1022;637;1;22459;5;1266;2;0;34279;PMGC West;Super Weekend 2;2
14;bcMxdeonn;Buluc Chabtan;5;0;2;34;36;5599;0;910;608;0;29700;5;751;1;0;39052;PMGC West;Super Weekend 2;2
15;BJKRecent;Besiktas Esports;5;0;5;29;34;6318;31;1359;832;0;29135;5;1077;6;0;41185;PMGC West;Super Weekend 2;2
16;BJKZessy;Besiktas Esports;5;0;4;29;33;5974;0;1400;633;0;32396;5;994;5;0;45379;PMGC West;Super Weekend 2;2
17;BJKEnjoy7;Besiktas Esports;5;0;4;29;33;5952;7;881;614;0;29951;5;1076;4;0;41502;PMGC West;Super Weekend 2;2
18;Tensa;Ghost Gaming;5;1;9;24;33;5236;0;1105;534;1;11478;5;1724;4;0;23550;PMGC West;Super Weekend 2;2
19;HH24;Ghost Gaming;5;1;9;24;33;5092;0;1071;472;1;10145;4;2024;6;0;22311;PMGC West;Super Weekend 2;2
20;FBKnoxBOMB;1907 Fenerbahce Esports;5;0;6;26;32;5335;229;1581;785;0;22293;5;1632;4;0;31647;PMGC West;Super Weekend 2;2
21;RiseMYTHIC;Rise;5;0;14;17;31;6146;217;1552;967;1;14813;5;2631;11;1;26562;PMGC West;Super Weekend 2;2
22;FBDokunMachine;1907 Fenerbahce Esports;5;0;4;26;30;5015;218;1348;514;1;22894;5;1222;1;0;31969;PMGC West;Super Weekend 2;2
23;FBFalky;1907 Fenerbahce Esports;5;0;3;26;29;5913;150;1257;706;0;23444;5;1059;3;0;33935;PMGC West;Super Weekend 2;2
24;Beowulf;Ghost Gaming;5;1;3;24;27;3856;0;1331;380;0;8237;5;921;2;1;17226;PMGC West;Super Weekend 2;2
25;Rebelion;1907 Fenerbahce Esports;5;0;0;26;26;4996;0;1080;521;0;20271;5;425;0;0;31254;PMGC West;Super Weekend 2;2
26;KnightsZenox;Knights;5;0;10;16;26;5922;128;988;1226;1;23917;5;1931;2;0;34624;PMGC West;Super Weekend 2;2
27;BDgcgod;Black Dragons e-Sports;5;0;11;14;25;5497;0;963;234;0;27236;5;1639;0;0;36700;PMGC West;Super Weekend 2;2
28;RiseMUFASAA;Rise;5;0;8;17;25;5583;64;1370;741;3;19566;5;1490;2;0;30195;PMGC West;Super Weekend 2;2
29;RiseGARRYX;Rise;5;0;6;17;23;6163;181;1382;635;0;20601;5;1473;5;0;31279;PMGC West;Super Weekend 2;2
30;FGxPapiPotro;Furious Gaming;5;0;7;15;22;4692;108;1539;781;1;25093;5;1537;5;0;33747;PMGC West;Super Weekend 2;2
31;BDgxlden;Black Dragons e-Sports;5;0;7;14;21;5500;0;1085;584;2;20180;5;2018;4;0;29540;PMGC West;Super Weekend 2;2
32;BDromuloziN333;Black Dragons e-Sports;5;0;6;14;20;4916;0;1285;472;0;25139;5;987;3;0;32639;PMGC West;Super Weekend 2;2
33;FGxScreaaMvc;Furious Gaming;5;0;5;15;20;5929;104;929;624;1;34298;5;1613;4;0;45603;PMGC West;Super Weekend 2;2
34;KnightsKoops;Knights;5;0;3;16;19;5318;0;1217;634;0;21883;5;736;2;0;33461;PMGC West;Super Weekend 2;2
35;RiseNUNES;Rise;5;0;1;17;18;6039;0;987;362;0;17519;5;1051;10;0;29299;PMGC West;Super Weekend 2;2
36;FROZENNXz;Kaos Next Ruya;5;0;3;15;18;4969;0;972;374;1;19464;5;560;0;0;27897;PMGC West;Super Weekend 2;2
37;YEKTA;Kaos Next Ruya;5;0;3;15;18;4877;0;1073;327;0;13378;5;1338;2;1;22809;PMGC West;Super Weekend 2;2
38;ROLKIS;Unicorns of Love;5;0;3;15;18;3740;0;1156;702;0;31146;5;520;1;0;37251;PMGC West;Super Weekend 2;2
39;S2GSylasPew;S2G Esports;5;0;3;15;18;4390;146;1058;378;1;23131;5;1019;2;0;30603;PMGC West;Super Weekend 2;2
40;S2GCalsee;S2G Esports;5;0;3;15;18;5460;0;933;313;0;18631;5;823;2;0;27534;PMGC West;Super Weekend 2;2
41;KnightsAlucard;Knights;5;0;2;16;18;3873;0;1100;305;1;12947;5;901;3;0;23010;PMGC West;Super Weekend 2;2
42;S2GRipSevinnn;S2G Esports;5;0;2;15;17;4861;213;1364;574;0;13889;5;864;2;0;24431;PMGC West;Super Weekend 2;2
43;A7CAAAARRILHO;Alpha7 Esports;5;0;5;12;17;5187;0;1174;472;0;33441;5;1062;0;0;40800;PMGC West;Super Weekend 2;2
44;A7MAAAAFIOSO;Alpha7 Esports;5;0;5;12;17;4636;0;1194;487;0;29777;5;1041;0;0;37318;PMGC West;Super Weekend 2;2
45;FRESH;Unicorns of Love;4;0;2;14;16;3820;0;627;511;1;23818;4;517;1;0;30384;PMGC West;Super Weekend 2;2
46;GK1st;Unicorns of Love;5;0;1;15;16;3998;0;901;744;0;22977;5;669;1;1;30432;PMGC West;Super Weekend 2;2
47;LLIN;Unicorns of Love;5;0;1;15;16;4905;0;1008;1174;0;31822;5;487;1;0;40320;PMGC West;Super Weekend 2;2
48;KnightsChico;Knights;5;0;0;16;16;5196;0;1197;456;0;21354;5;368;1;0;33421;PMGC West;Super Weekend 2;2
49;BDfoquisinX3;Black Dragons e-Sports;5;0;1;14;15;5148;0;1175;423;0;20769;5;97;1;1;30828;PMGC West;Super Weekend 2;2
50;KUDUR;Kaos Next Ruya;5;0;0;15;15;5157;0;831;303;0;31359;5;477;0;1;40651;PMGC West;Super Weekend 2;2
51;FGxTiggerZin;Furious Gaming;3;0;2;13;15;3571;6;560;394;0;22712;3;404;3;0;28444;PMGC West;Super Weekend 2;2
52;S2GTimber;S2G Esports;5;0;0;15;15;4755;0;1330;394;0;21191;5;468;1;0;27734;PMGC West;Super Weekend 2;2
53;A7SENAAAATEXA;Alpha7 Esports;5;0;3;12;15;4912;0;874;486;1;35395;5;766;1;0;42173;PMGC West;Super Weekend 2;2
54;NIHAT;Kaos Next Ruya;4;0;1;13;14;3953;0;560;228;0;14178;4;334;1;0;22396;PMGC West;Super Weekend 2;2
55;FGxTrigga;Furious Gaming;3;0;1;12;13;2987;0;764;430;1;20960;3;461;2;0;26382;PMGC West;Super Weekend 2;2
56;A7REVO;Alpha7 Esports;5;0;1;12;13;4587;0;1066;386;0;34644;5;935;3;1;41389;PMGC West;Super Weekend 2;2
57;AT7Milos;Aton Esports;5;0;4;5;9;4958;78;686;328;0;29719;5;817;0;0;38407;PMGC West;Super Weekend 2;2
58;AT7Asta;Aton Esports;5;0;2;5;7;4182;0;1025;424;0;23760;5;569;0;0;32604;PMGC West;Super Weekend 2;2
59;SMBTron;SuperMassive Blaze;5;0;3;3;6;3572;62;1004;272;1;19675;5;729;0;0;26965;PMGC West;Super Weekend 2;2
60;SMBKorcerrah;SuperMassive Blaze;5;0;3;3;6;3926;4;868;279;0;23214;5;732;1;0;30817;PMGC West;Super Weekend 2;2
61;AT7chooco;Aton Esports;5;0;0;5;5;4897;0;1132;385;0;29684;5;378;1;0;38766;PMGC West;Super Weekend 2;2
62;AT7cardi;Aton Esports;5;0;0;5;5;4802;0;695;185;0;25487;5;440;2;0;34771;PMGC West;Super Weekend 2;2
63;FGxBigMilo;Furious Gaming;4;0;0;5;5;4130;0;904;408;0;26876;4;560;2;0;34032;PMGC West;Super Weekend 2;2
64;SMBKecth;SuperMassive Blaze;5;0;1;3;4;3404;0;979;204;0;20942;5;715;4;1;27695;PMGC West;Super Weekend 2;2
65;SMBSavieN;SuperMassive Blaze;5;0;0;3;3;4049;0;1024;518;0;25313;5;297;0;0;32785;PMGC West;Super Weekend 2;2
66;DAPHNE;Kaos Next Ruya;1;0;0;2;2;1202;0;408;308;0;6881;1;413;1;0;8944;PMGC West;Super Weekend 2;2
67;WUDSON;Unicorns of Love;1;0;0;1;1;1205;0;315;176;0;8329;1;0;0;0;9784;PMGC West;Super Weekend 2;2
1;RiseMYTHIC;Rise;5;1;12;45;57;6117;23;1267;840;5;24017;4;2634;5;0;35918;PMGC West;Super Weekend 2;3
2;RiseNUNES;Rise;5;1;7;45;52;6278;12;1641;1034;0;20007;4;1684;1;0;32080;PMGC West;Super Weekend 2;3
3;RiseMUFASAA;Rise;5;1;6;45;51;6120;208;1503;966;0;21896;4;1336;2;0;32656;PMGC West;Super Weekend 2;3
4;RiseGARRYX;Rise;5;1;5;45;50;5509;33;977;333;0;19419;5;764;0;0;29211;PMGC West;Super Weekend 2;3
5;BJKEnjoy7;Besiktas Esports;5;1;9;35;44;5385;0;725;348;3;24623;4;1322;4;0;35478;PMGC West;Super Weekend 2;3
6;BJKRecent;Besiktas Esports;5;1;7;35;42;5307;0;1030;472;5;19176;4;1450;7;1;29877;PMGC West;Super Weekend 2;3
7;BJKSonHP;Besiktas Esports;5;1;4;35;39;5200;0;921;207;0;28015;4;941;2;1;38389;PMGC West;Super Weekend 2;3
8;GK1st;Unicorns of Love;5;1;7;30;37;6016;0;1764;1346;1;35525;5;1152;3;0;46441;PMGC West;Super Weekend 2;3
9;BJKZessy;Besiktas Esports;5;1;1;35;36;6271;0;1013;680;0;30608;4;705;8;0;42928;PMGC West;Super Weekend 2;3
10;LLIN;Unicorns of Love;5;1;5;30;35;6113;39;1187;905;0;36564;4;1621;3;1;47123;PMGC West;Super Weekend 2;3
11;ROLKIS;Unicorns of Love;5;1;5;30;35;5816;5;1227;1088;1;32091;4;808;1;0;43336;PMGC West;Super Weekend 2;3
12;FUTSolkay;Futbolist;5;0;8;26;34;5395;0;1247;476;1;33488;5;1426;1;1;42184;PMGC West;Super Weekend 2;3
13;FUTLutz;Futbolist;5;0;8;26;34;5973;307;1108;575;3;30384;5;1949;6;0;39523;PMGC West;Super Weekend 2;3
14;A7REVO;Alpha7 Esports;5;1;10;24;34;5883;102;1296;864;2;32476;4;1894;0;1;42645;PMGC West;Super Weekend 2;3
15;A7CAAAARRILHO;Alpha7 Esports;5;1;9;24;33;4648;12;858;486;1;18946;4;1048;1;0;27760;PMGC West;Super Weekend 2;3
16;FUTRaum;Futbolist;5;0;5;26;31;5834;143;1023;698;1;26405;5;1385;3;1;34973;PMGC West;Super Weekend 2;3
17;KnightsKoops;Knights;5;0;13;18;31;5332;1;1649;1071;0;18477;5;2393;7;2;29802;PMGC West;Super Weekend 2;3
18;A7SENAAAATEXA;Alpha7 Esports;5;1;7;24;31;5821;18;942;485;1;28620;4;699;4;0;38658;PMGC West;Super Weekend 2;3
19;NAVIMATICCC666;Natus Vincere;5;0;11;20;31;5369;0;1087;1103;1;35427;5;1088;2;0;43843;PMGC West;Super Weekend 2;3
20;FRESH;Unicorns of Love;5;1;1;30;31;5967;0;1136;809;0;31460;4;1070;3;0;42127;PMGC West;Super Weekend 2;3
21;FUTLovazin;Futbolist;5;0;3;26;29;5284;0;1094;534;0;25429;5;1126;4;0;33958;PMGC West;Super Weekend 2;3
22;S2GRipSevinnn;S2G Esports;5;1;7;21;28;5288;78;1132;888;0;25136;4;1345;6;1;35837;PMGC West;Super Weekend 2;3
23;NAVIKITSUNÉ;Natus Vincere;5;0;8;20;28;5911;89;994;2851;1;31748;5;1692;4;0;41896;PMGC West;Super Weekend 2;3
24;spec;Ghost Gaming;5;0;12;16;28;4310;67;1266;585;1;13326;5;2237;3;0;21992;PMGC West;Super Weekend 2;3
25;KnightsChico;Knights;5;0;9;18;27;5613;18;941;684;1;15976;5;1874;3;0;29969;PMGC West;Super Weekend 2;3
26;KnightsZenox;Knights;5;0;9;18;27;4905;213;1155;543;0;16406;5;2007;6;0;28004;PMGC West;Super Weekend 2;3
27;S2GTimber;S2G Esports;5;1;6;21;27;5713;61;1297;928;0;27005;5;1555;2;2;35105;PMGC West;Super Weekend 2;3
28;A7MAAAAFIOSO;Alpha7 Esports;5;1;2;24;26;4804;3;1155;405;0;19190;4;1230;6;0;26081;PMGC West;Super Weekend 2;3
29;S2GSylasPew;S2G Esports;5;1;5;21;26;4607;0;1263;488;1;18277;5;1482;2;0;26964;PMGC West;Super Weekend 2;3
30;S2GCalsee;S2G Esports;5;1;5;21;26;4090;0;876;480;0;23033;5;685;2;0;31247;PMGC West;Super Weekend 2;3
31;KnightsAlucard;Knights;5;0;7;18;25;4782;88;1225;1042;1;17438;5;1177;9;0;27024;PMGC West;Super Weekend 2;3
32;NAVITIXZYYY;Natus Vincere;5;0;2;20;22;5390;0;1108;960;0;31421;5;440;0;0;42664;PMGC West;Super Weekend 2;3
33;NAVIMEQQQU;Natus Vincere;5;0;2;20;22;5505;0;956;782;0;30774;5;999;3;0;39675;PMGC West;Super Weekend 2;3
34;bcReyesss;Buluc Chabtan;5;0;5;16;21;5377;0;847;431;3;37384;5;760;1;0;46506;PMGC West;Super Weekend 2;3
35;HH24;Ghost Gaming;5;0;4;16;20;4232;270;1221;450;0;12319;5;1167;3;1;22081;PMGC West;Super Weekend 2;3
36;Rebelion;1907 Fenerbahce Esports;5;0;4;15;19;4443;0;1231;555;2;24138;5;413;0;1;34076;PMGC West;Super Weekend 2;3
37;FBDokunMachine;1907 Fenerbahce Esports;5;0;4;15;19;4655;128;1439;892;0;25725;5;1192;1;0;33433;PMGC West;Super Weekend 2;3
